"nflId","height","weight","birthDate","collegeName","position","displayName"
47749,"6-3",255,"1994-12-15","Tennessee","FB","Jakob Johnson"
47784,"5-10",207,"1997-08-07","Oklahoma","QB","Kyler Murray"
47785,"6-4",266,"1997-10-23","Ohio State","DE","Nick Bosa"
47786,"6-3",303,"1997-12-21","Alabama","NT","Quinnen Williams"
47787,"6-4",265,"1997-05-17","Clemson","DE","Clelin Ferrell"
47788,"6-0",237,"1998-02-17","Louisiana State","ILB","Devin White"
47789,"6-5",220,"1997-05-27","Duke","QB","Daniel Jones"
47790,"6-5",262,"1997-07-13","Kentucky","OLB","Josh Allen"
47791,"6-5",248,"1997-07-03","Iowa","TE","T.J. Hockenson"
47792,"6-1",287,"1997-12-12","Houston","DT","Ed Oliver"
47793,"5-11",233,"1998-07-18","Michigan","ILB","Devin Bush"
47794,"6-4",305,"1997-11-17","Alabama","T","Jonah Williams"
47795,"6-5",277,"1997-12-03","Michigan","OLB","Rashan Gary"
47796,"6-4",315,"1995-12-20","Clemson","DT","Christian Wilkins"
47797,"6-4",307,"1997-02-08","Boston College","G","Chris Lindstrom"
47799,"6-5",250,"1998-04-23","Florida State","OLB","Brian Burns"
47800,"6-4",342,"1997-11-12","Clemson","DT","Dexter Lawrence"
47801,"6-3",305,"1995-06-20","North Carolina State","C","Garrett Bradbury"
47802,"6-4",300,"1997-07-28","Mississippi State","DT","Jeffery Simmons"
47803,"6-4",249,"1997-11-20","Iowa","TE","Noah Fant"
47804,"5-11",200,"1997-07-30","Maryland","SS","Darnell Savage"
47805,"6-5",315,"1995-10-03","Washington State","T","Andre Dillard"
47806,"6-5",322,"1996-05-23","Alabama State","T","Tytus Howard"
47807,"5-10",220,"1998-02-11","Alabama","RB","Josh Jacobs"
47808,"5-9",170,"1997-06-04","Oklahoma","WR","Marquise Brown"
47809,"6-6",262,"1996-09-04","Mississippi State","DE","Montez Sweat"
47810,"6-0",205,"1996-10-25","Mississippi State","SS","Johnathan Abram"
47811,"6-6",295,"1996-10-08","Notre Dame","DT","Jerry Tillery"
47812,"6-2",291,"1995-09-12","Texas Christian","DE","L.J. Collier"
47814,"6-6",306,"1995-02-22","Washington","T","Kaleb McGary"
47815,"6-4",225,"1997-12-17","Arizona State","WR","N'Keal Harry"
47816,"5-11",190,"1998-01-18","Washington","CB","Byron Murphy"
47817,"6-0",190,"1996-05-23","Temple","CB","Rock Ya-Sin"
47818,"6-5",312,"1997-11-25","Florida","T","Jawaan Taylor"
47819,"5-11",214,"1996-01-15","South Carolina","WR","Deebo Samuel"
47820,"6-5",310,"1997-11-04","Mississippi","T","Greg Little"
47821,"6-3",329,"1996-12-28","Oklahoma","G","Cody Ford"
47822,"6-0",195,"1997-06-19","Central Michigan","CB","Sean Murphy-Bunting"
47823,"6-2",200,"1997-09-20","Clemson","CB","Trayvon Mullen"
47824,"6-5",312,"1995-07-13","Kansas State","G","Dalton Risner"
47826,"6-2",250,"1996-09-28","Hawaii","ILB","Jahlani Tavai"
47827,"6-5",310,"1995-12-26","Mississippi State","G","Elgton Jenkins"
47829,"6-2",184,"1997-12-03","Louisiana State","CB","Greedy Williams"
47830,"6-2",195,"1997-07-18","Utah","FS","Marquise Blair"
47831,"6-4",315,"1997-08-27","Texas A&amp;M","C","Erik McCoy"
47832,"6-3",252,"1996-01-19","Texas Christian","DE","Ben Banogu"
47833,"6-2",240,"1998-08-09","Alabama","TE","Irv Smith"
47834,"6-0",226,"1997-06-30","Mississippi","WR","A.J. Brown"
47835,"6-4",259,"1996-04-16","Washington","TE","Drew Sample"
47836,"5-11",211,"1997-05-01","Penn State","RB","Miles Sanders"
47837,"6-2",213,"1995-11-04","Kentucky","CB","Lonnie Johnson"
47838,"6-6",325,"1996-08-10","Northern Illinois","G","Max Scharping"
47839,"5-10",187,"1998-03-12","Georgia","WR","Mecole Hardman"
47841,"6-3",308,"1998-03-25","Central Florida","DT","Trysten Hill"
47842,"6-0",205,"1997-07-16","Ohio State","WR","Parris Campbell"
47843,"6-0",206,"1997-05-31","Delaware","FS","Nasir Adderley"
47844,"6-0",208,"1997-12-22","Washington","FS","Taylor Rapp"
47845,"5-9",190,"1996-11-18","Massachusetts","WR","Andy Isabella"
47846,"6-0",205,"1995-10-19","Virginia","FS","Juan Thornhill"
47847,"6-4",230,"1997-12-14","Mississippi","WR","DK Metcalf"
47848,"6-4",281,"1997-08-20","Boston College","DE","Zach Allen"
47849,"5-10",181,"1996-07-05","Toledo","WR","Diontae Johnson"
47852,"6-5",250,"1997-03-21","San Jose State","TE","Josh Oliver"
47853,"5-8",200,"1997-08-19","Memphis","RB","Darrell Henderson"
47854,"6-3",281,"1997-01-05","Ohio State","DE","Dre'Mont Jones"
47855,"6-2",245,"1996-05-21","North Carolina State","OLB","Germaine Pratt"
47856,"5-10",222,"1997-06-07","Iowa State","RB","David Montgomery"
47857,"5-7",203,"1997-09-03","Florida Atlantic","RB","Devin Singletary"
47859,"6-0",210,"1995-09-15","Ohio State","WR","Terry McLaurin"
47860,"6-3",251,"1995-04-19","Michigan","DE","Chase Winovich"
47862,"5-11",196,"1998-02-06","Michigan","CB","David Long"
47863,"6-1",238,"1995-06-08","Brigham Young","OLB","Sione Takitaki"
47864,"6-1",207,"1995-12-19","Boston College","SS","Will Harris"
47865,"6-3",316,"1996-09-23","North Carolina-Charlotte","G","Nate Davis"
47866,"6-2",192,"1998-01-12","Michigan State","CB","Justin Layne"
47867,"6-0",324,"1996-08-09","Western Illinois","DT","Khalen Saunders"
47870,"5-11",215,"1997-02-11","Alabama","RB","Damien Harris"
47871,"6-2",237,"1996-11-13","Utah","MLB","Cody Barton"
47872,"6-1",234,"1996-07-29","Stanford","ILB","Bobby Okereke"
47873,"6-5",308,"1997-11-03","Penn State","G","Connor McGovern"
47874,"6-6",307,"1996-09-05","Sioux Falls","T","Trey Pipkins"
47876,"6-4",220,"1996-10-12","Notre Dame","WR","Miles Boykin"
47877,"6-1",206,"1996-10-15","Auburn","CB","Jamel Dean"
47878,"6-4",250,"1996-12-07","Old Dominion","OLB","Oshane Ximines"
47879,"6-4",254,"1996-11-14","Mississippi","TE","Dawson Knox"
47880,"6-4",312,"1997-03-24","Oklahoma","G","Bobby Evans"
47881,"5-11",226,"1996-08-28","Murray State","OLB","Quincy Williams"
47882,"5-10",200,"1996-05-18","Kentucky","FS","Mike Edwards"
47884,"6-5",310,"1996-02-21","West Virginia","T","Yodny Cajuste"
47885,"5-11",220,"1998-06-19","Boise State","RB","Alexander Mattison"
47888,"5-11",208,"1997-12-20","Florida","SS","Chauncey Gardner-Johnson"
47889,"6-5",255,"1997-08-22","Eastern Michigan","DE","Maxx Crosby"
47890,"6-7",272,"1997-03-04","Iowa","OLB","Anthony Nelson"
47891,"5-11",193,"1998-03-19","Notre Dame","SS","Julian Love"
47896,"5-10",200,"1997-11-14","Oklahoma State","RB","Justice Hill"
47899,"5-11",210,"1998-06-14","Iowa","FS","Amani Hooker"
47900,"6-6",261,"1996-11-12","Clemson","OLB","Austin Bryant"
47901,"6-5",310,"1996-08-20","Arkansas","C","Hjalte Froholdt"
47904,"6-3",267,"1995-09-12","West Virginia","TE","Trevon Wesco"
47906,"6-4",310,"1996-10-29","Oklahoma","G","Ben Powers"
47907,"6-4",322,"1995-10-19","Wake Forest","G","Phil Haynes"
47911,"6-0",209,"1997-04-30","Memphis","RB","Tony Pollard"
47913,"6-2",234,"1995-08-15","Notre Dame","ILB","Drue Tranquill"
47915,"5-9",201,"1997-05-16","Oregon","FS","Ugochukwu Amadi"
47916,"6-3",214,"1996-08-08","Auburn","QB","Jarrett Stidham"
47917,"6-1",312,"1996-05-06","Washington","NT","Greg Gaines"
47918,"6-5",285,"1995-11-22","Charleston, W. Va.","DT","John Cominsky"
47920,"6-4",250,"1997-05-06","Louisiana State","TE","Foster Moreau"
47922,"6-1",196,"1997-02-11","Alabama","SS","Deionte Thompson"
47924,"6-8",265,"1996-09-10","Michigan","TE","Zach Gentry"
47929,"6-2",203,"1996-02-09","Penn State","CB","Amani Oruwariye"
47931,"6-0",225,"1997-05-25","Arkansas","ILB","Dre Greenlaw"
47932,"5-10",185,"1995-12-21","Clemson","WR","Hunter Renfrow"
47934,"6-4",242,"1995-07-01","Wisconsin","OLB","Andrew Van Ginkel"
47938,"6-1",240,"1998-02-14","Alabama","OLB","Mack Wilson"
47939,"6-5",248,"1996-01-15","Oregon","OLB","Justin Hollins"
47940,"6-1",235,"1996-05-10","Minnesota","ILB","Blake Cashman"
47941,"6-1",210,"1997-01-10","Miami","CB","Michael Jackson"
47942,"6-3",300,"1996-05-20","Maryland","DT","Byron Cowart"
47944,"6-5",280,"1997-08-20","Texas","DE","Charles Omenihu"
47947,"6-4",230,"1995-06-01","Tarleton State","OLB","E.J. Speed"
47952,"6-6",308,"1997-03-20","Wisconsin","G","David Edwards"
47954,"6-1",190,"1997-01-12","Auburn","WR","Darius Slayton"
47956,"6-1",240,"1996-07-30","North Carolina","ILB","Cole Holcomb"
47961,"6-1",225,"1996-05-16","Washington State","QB","Gardner Minshew"
47964,"5-10",190,"1995-11-13","Miami","FS","Jaquan Johnson"
47969,"5-10",210,"1997-09-17","Maryland","RB","Ty Johnson"
47970,"6-3",215,"1996-09-04","Colorado","WR","Juwann Winfree"
47971,"5-11",224,"1996-10-12","West Virginia","ILB","David Long"
47973,"6-5",295,"1996-07-22","Arkansas","NT","Armon Watts"
47974,"6-0",191,"1996-01-27","Wyoming","SS","Marcus Epps"
47975,"6-3",295,"1996-08-24","Alabama","DT","Isaiah Buggs"
47976,"6-5",323,"1997-02-14","Elon","G","Olisaemeka Udoh"
47980,"6-0",202,"1995-08-23","Penn State","QB","Trace McSorley"
47984,"5-11",188,"1997-02-17","South Carolina","CB","Rashad Fenton"
47987,"5-10",202,"1998-08-07","Miami","RB","Travis Homer"
47991,"5-11",174,"1997-07-31","Bowling Green","WR","Scott Miller"
47995,"6-6",324,"1996-08-07","South Carolina","T","Dennis Daley"
47996,"6-0",204,"1995-02-21","Texas A&amp;M","SS","Donovan Wilson"
47999,"6-4",320,"1996-04-21","Illinois","G","Nick Allegretti"
48000,"5-11",201,"1996-09-12","Texas","CB","Kris Boyd"
48008,"6-6",253,"1997-04-04","North Carolina A&amp;T","OLB","Darryl Johnson"
48011,"6-5",251,"1995-07-01","Boston College","TE","Tommy Sweeney"
48013,"6-4",253,"1996-05-09","Prairie View","OLB","Quinton Bell"
48017,"5-10",200,"1997-02-15","Washington","RB","Myles Gaskin"
48023,"6-7",302,"1995-08-08","Utah","T","Jackson Barton"
48026,"5-11",200,"1995-05-17","Penn State","SS","Nick Scott"
48027,"6-3",240,"1995-06-10","Idaho","OLB","Kaden Elliss"
48032,"6-3",284,"1996-05-05","Temple","DE","Michael Dogbe"
48051,"5-10",176,"1997-03-31","Kansas","WR","Steven Sims"
48085,"6-7",326,"1997-06-05","Florida","T","Fred Johnson"
48089,"6-2",235,"1996-08-05","Nevada","OLB","Malik Reed"
48090,"6-2",200,"1996-07-09","Boise State","QB","Brett Rypien"
48094,"6-5",300,"1996-03-25","Texas","T","Calvin Anderson"
48096,"6-3",255,"1996-05-15","Texas","TE","Andrew Beck"
48097,"6-2",200,"1996-11-09","North Carolina State","WR","Jakobi Meyers"
48117,"6-2",209,"1996-09-04","Arizona","OLB","Demetrius Flannigan-Fowles"
48118,"6-1",215,"1997-05-15","Malone","WR","Ashton Dulin"
48119,"5-8",180,"1996-07-05","Georgia State","WR","Penny Hart"
48123,"6-1",285,"1997-03-01","Penn State","DT","Kevin Givens"
48145,"6-3",255,"1996-10-24","Boston College","DE","Wyatt Ray"
48158,"6-5",314,"1995-09-08","Notre Dame","G","Alex Bars"
48159,"6-2",311,"1996-08-13","Notre Dame","C","Sam Mustipher"
48170,"6-5",295,"1996-08-04","Lindenwood","DE","Jonathan Harris"
48181,"6-7",314,"1996-01-02","Virginia Tech","T","Yosuah Nijman"
48198,"6-3",366,"1995-10-20","Michigan","NT","Bryan Mone"
48207,"6-0",233,"1996-07-01","Vanderbilt","FB","Khari Blasingame"
48220,"6-4",308,"1997-08-13","California","G","Patrick Mekari"
48225,"6-4",335,"1996-02-20","Alabama","G","Lester Cotton"
48226,"6-3",245,"1995-04-12","Azusa Pacific","LS","Matt Orzech"
48233,"6-1",242,"1996-07-09","Wisconsin","FB","Alec Ingold"
48235,"6-4",300,"1997-05-02","UCLA","C","Andre James"
48241,"5-10",200,"1997-06-22","South Carolina","CB","Keisean Nixon"
48259,"6-2",238,"1996-01-17","Middle Tennessee","ILB","Darius Harris"
48268,"6-2",228,"1997-08-04","Florida Atlantic","ILB","Azeez Al-Shaair"
48301,"6-5",288,"1997-08-04","North Carolina","DT","Jalen Dalton"
48308,"6-4",265,"1996-03-19","Tennessee","DE","Jonathan Kongbo"
48318,"6-0",225,"1996-10-02","Nebraska","RB","Devine Ozigbo"
48374,"5-8",193,"1997-07-23","Virginia","WR","Olamide Zaccheaus"
48415,"5-6",170,"1997-12-04","Assumption","WR","Deonte Harty"
48447,"5-10",202,"1997-02-12","Texas","FS","P.J. Locke"
48454,"5-11",195,"1995-12-15","Mississippi","FS","C.J. Moore"
48455,"6-7",299,"1995-12-19","Iowa","T","Matt Nelson"
48456,"6-8",237,"1997-08-16","Stetson University","TE","Donald Parham"
48458,"6-3",240,"1996-11-24","Wayne State, Mich.","OLB","Anthony Pittman"
48462,"6-4",285,"1996-08-05","Texas-San Antonio","DE","Kevin Strong"
48471,"6-2",207,"1995-12-10","Stanford","WR","Trenton Irwin"
48473,"6-4",280,"1997-09-12","Georgia","DE","Jonathan Ledbetter"
48475,"6-5",255,"1995-10-06","Temple","TE","Chris Myarick"
48476,"6-0",193,"1996-11-04","Texas-El Paso","CB","Nik Needham"
48482,"6-0",237,"1998-06-25","Texas A&amp;M","MLB","Tyrel Dodson"
48485,"6-5",310,"1996-01-11","Northwestern","G","Blake Hance"
48487,"5-9",185,"1997-04-13","Buffalo","CB","Cameron Lewis"
48489,"6-3",210,"1996-05-29","West Virginia","WR","David Sills"
48495,"5-9",188,"1997-08-19","Appalachian State","CB","Tae Hayes"
48500,"6-1",200,"1997-11-05","Alabama","CB","Saivion Smith"
48508,"6-0",209,"1996-12-05","Wyoming","FS","Andrew Wingard"
48512,"6-4",300,"1997-02-14","Penn State","C","Ryan Bates"
48513,"6-4",334,"1998-07-10","Stanford","G","Nate Herbig"
48514,"6-4",305,"1996-08-15","Weber State","G","Iosua Opeta"
48516,"6-1",240,"1996-08-12","Wisconsin","ILB","T.J. Edwards"
48520,"6-5",350,"1996-09-01","Alabama-Birmingham","DT","Anthony Rush"
48530,"6-0",205,"1996-09-07","Nebraska","WR","Stanley Morgan"
48537,"6-5",261,"1996-12-18","Wyoming","DE","Carl Granderson"
48541,"6-4",225,"1998-04-19","Texas","WR","Lil'Jordan Humphrey"
48544,"6-3",300,"1995-10-20","Tennessee","DT","Shy Tuttle"
48555,"6-3",245,"1995-08-28","Nebraska","OLB","Luke Gifford"
48556,"6-1",212,"1997-06-07","North Texas","WR","Jalen Guyton"
48566,"6-3",279,"01/16/1996","Kansas","DE","Daniel Wise"
48576,"6-3",215,"1995-06-23","Findlay","WR","Jason Moore"
48580,"6-6",260,"1995-11-09","Michigan State","TE","Matt Sokol"
48581,"6-0",205,"1997-05-12","Tulane","SS","Roderic Teamer"
48588,"6-3",235,"1996-10-15","California","MLB","Jordan Kunaszyk"
48601,"6-1",193,"1996-01-08","Oklahoma State","WR","Tyron Johnson"
48646,"5-7",173,"1998-05-29","Wake Forest","WR","Greg Dortch"
48657,"6-1",195,"1997-04-21","Boston College","WR","Jeff Smith"
48669,"6-1",299,"1996-03-19","Chattanooga","NT","Isaiah Mack"
48680,"5-10",194,"1996-07-29","Bryant","WR","Tom Kennedy"
48683,"6-6",230,"1995-12-07","Valdosta State","TE","Joe Fortson"
48700,"6-3",237,"1997-02-27","Princeton","TE","Jesper Horsted"
48707,"5-11",215,"1996-06-15","Kutztown","RB","Craig Reynolds"
48723,"6-3",261,"1995-05-26","Iowa","TE","Parker Hesse"
48766,"6-6",260,"1995-11-10","Missouri","TE","Kendall Blanton"
48770,"6-2",285,"1997-05-09","Cincinnati","DT","Marquise Copeland"
48772,"6-1",212,"1995-09-18","Iowa","ILB","Jake Gervase"
48780,"6-3",245,"1994-09-13","Delaware","ILB","Troy Reeder"
48786,"6-6",319,"1997-06-21","Middle Tennessee","T","Chandler Brewer"
48988,"6-0",190,"1996-11-26","Bemidji State","WR","Gunner Olszewski"
49410,"5-11",190,"1998-07-18","Washington State","FS","Jalen Thompson"
52272,"6-0",170,NA,"Tusculum","CB","Dee Alford"
52409,"6-4",216,"1996-12-10","Louisiana State","QB","Joe Burrow"
52411,"6-1",200,"1999-02-02","Ohio State","CB","Jeff Okudah"
52412,"6-5",326,"1999-01-22","Georgia","T","Andrew Thomas"
52413,"6-1",218,"1998-03-02","Alabama","QB","Tua Tagovailoa"
52414,"6-6",237,"1998-03-10","Oregon","QB","Justin Herbert"
52415,"6-5",318,"1998-04-15","Auburn","DE","Derrick Brown"
52416,"6-3",225,"1998-07-26","Clemson","DB","Isaiah Simmons"
52417,"6-1",191,"1998-09-30","Florida","CB","C.J. Henderson"
52418,"6-5",320,"1999-05-17","Alabama","T","Jedrick Wills"
52421,"6-5",322,"1999-01-24","Iowa","T","Tristan Wirfs"
52422,"6-6",310,"1997-10-03","South Carolina","DT","Javon Kinlaw"
52423,"6-1",192,"1999-04-24","Alabama","WR","Jerry Jeudy"
52424,"6-2",190,"1998-09-23","Clemson","CB","A.J. Terrell"
52425,"6-2",189,"1999-04-08","Oklahoma","WR","CeeDee Lamb"
52426,"6-6",310,"1999-08-11","Southern California","T","Austin Jackson"
52428,"6-4",250,"1999-07-25","Louisiana State","OLB","K'Lavon Chaisson"
52429,"5-11",195,"1999-01-02","Texas Christian","WR","Jalen Reagor"
52430,"6-3",192,NA,"Louisiana State","WR","Justin Jefferson"
52431,"6-3",234,"1998-11-16","Oklahoma","ILB","Kenneth Murray"
52432,"6-3",319,"1999-06-14","Michigan","G","Cesar Ruiz"
52433,"6-1",206,"1998-03-17","Arizona State","WR","Brandon Aiyuk"
52434,"6-4",220,"1998-11-02","Utah State","QB","Jordan Love"
52435,"6-1",245,"1997-10-21","Texas Tech","ILB","Jordyn Brooks"
52436,"6-1",227,"1999-08-13","Louisiana State","ILB","Patrick Queen"
52438,"5-11",196,"1999-11-27","Auburn","CB","Noah Igbinoghene"
52440,"5-8",209,"1999-04-11","Louisiana State","RB","Clyde Edwards-Helaire"
52441,"6-4",210,"1999-01-18","Clemson","WR","Tee Higgins"
52442,"6-4",220,"1997-10-05","Southern California","WR","Michael Pittman"
52443,"5-10",211,"1999-01-14","Georgia","RB","D'Andre Swift"
52444,"6-1",197,"1998-08-08","Alabama","FS","Xavier McKinney"
52445,"6-2",216,"1996-03-22","Lenoir-Rhyne","FS","Kyle Dugger"
52446,"6-5",264,"1998-02-26","Penn State","OLB","Yetur Gross-Matos"
52447,"6-5",322,"1996-08-25","Louisiana-Lafayette","G","Robert Hunt"
52448,"6-4",305,"1998-07-09","Texas Christian","DT","Ross Blacklock"
52449,"5-11",221,"1999-01-19","Wisconsin","RB","Jonathan Taylor"
52450,"6-2",220,"1998-10-05","Colorado","WR","Laviska Shenault"
52451,"6-6",258,"1999-03-10","Notre Dame","TE","Cole Kmet"
52452,"6-3",203,"1998-09-20","Louisiana State","SS","Grant Delpit"
52453,"5-9",205,"1998-08-16","Minnesota","FS","Antoine Winfield"
52454,"5-9",176,"1999-07-08","Penn State","WR","K.J. Hamler"
52456,"6-3",253,"1997-03-24","Tennessee","OLB","Darrell Taylor"
52457,"6-4",227,"1998-07-07","Notre Dame","WR","Chase Claypool"
52458,"6-0",195,"1999-04-19","Utah","CB","Jaylon Johnson"
52459,"6-2",207,NA,"Alabama","CB","Trevon Diggs"
52460,"5-11",212,"1999-06-22","Florida State","RB","Cam Akers"
52461,"6-2",218,"1998-08-07","Oklahoma","QB","Jalen Hurts"
52462,"6-5",280,"1998-09-15","Iowa","DE","A.J. Epenesa"
52463,"5-10",214,"1998-12-17","Ohio State","RB","J.K. Dobbins"
52464,"6-7",310,NA,"Alabama","NT","Raekwon Davis"
52465,"6-2",197,"1996-07-26","Florida","WR","Van Jefferson"
52466,"6-6",310,"1998-05-08","Boise State","G","Ezra Cleveland"
52467,"6-3",208,"1997-10-10","Baylor","WR","Denzel Mims"
52468,"6-2",250,"1998-09-18","Michigan","OLB","Josh Uche"
52469,"6-0",200,"1998-09-03","Louisiana State","CB","Kristian Fulton"
52470,"6-1",250,"1998-05-02","Boston College","RB","A.J. Dillon"
52471,"6-2",235,"1998-02-15","Mississippi State","OLB","Willie Gay"
52472,"6-3",212,"1998-02-26","Southern Illinois","FS","Jeremy Chinn"
52473,"6-2",250,"1996-07-08","Wyoming","ILB","Logan Wilson"
52474,"6-2",221,"1998-06-23","Memphis","RB","Antonio Gibson"
52475,"6-5",241,"1997-12-27","Notre Dame","OLB","Julian Okwara"
52476,"6-1",200,"1996-10-10","California","SS","Ashtyn Davis"
52477,"6-3",332,"1997-03-21","Louisiana State","G","Damien Lewis"
52478,"6-0",205,"1998-04-02","Texas","SS","Brandon Jones"
52479,"6-3",300,"1997-11-17","Texas A&amp;M","DT","Justin Madubuike"
52480,"6-7",310,"1997-06-22","Houston","G","Josh Jones"
52481,"6-4",310,"1997-02-01","Ohio State","DT","Davon Hamilton"
52482,"6-3",235,"1996-12-30","Wisconsin","OLB","Zack Baun"
52483,"6-4",305,"1997-02-05","Ohio State","G","Jonah Jackson"
52484,"5-10",215,"1997-05-04","Vanderbilt","RB","Ke'Shawn Vaughn"
52485,"6-1",200,"1997-09-12","Iowa","CB","Michael Ojemudia"
52486,"6-4",290,"1997-11-17","Temple","C","Matt Hennessy"
52488,"6-0",201,"1997-10-14","Kentucky","WR","Lynn Bowden"
52489,"6-3",215,"1998-11-13","South Carolina","WR","Bryan Edwards"
52490,"6-2",302,"1997-01-17","Oklahoma","DT","Neville Gallimore"
52491,"6-4",315,"1997-11-22","Louisiana State","C","Lloyd Cushenberry"
52492,"6-5",252,"1998-08-25","Alabama","OLB","Terrell Lewis"
52493,"6-1",204,"1998-08-24","Utah","FS","Julian Blackmon"
52494,"5-10",215,"1997-12-15","Utah","RB","Zack Moss"
52495,"6-3",259,"1997-09-01","Alabama","OLB","Anfernee Jennings"
52496,"6-4",315,"1997-11-23","Missouri","DT","Jordan Elliott"
52497,"6-2",185,"1998-09-03","Mississippi State","CB","Cameron Dantzler"
52498,"6-3",259,"1997-05-25","Florida","DE","Jonathan Greenard"
52499,"6-3",260,"1997-08-14","UCLA","TE","Devin Asiasi"
52500,"5-11",210,"1997-09-12","Texas","WR","Devin Duvernay"
52502,"6-3",240,"1997-02-14","Cincinnati","TE","Josiah Deguara"
52505,"6-4",233,"1999-04-01","Louisiana State","MLB","Jacob Phillips"
52506,"6-3",245,"1998-03-05","Ohio State","OLB","Malik Harrison"
52510,"6-4",242,"1997-08-07","North Carolina-Charlotte","OLB","Alex Highsmith"
52512,"6-0",198,"1997-08-18","Utah","FS","Terrell Burgess"
52513,"6-6",253,"1997-02-05","Dayton","TE","Adam Trautman"
52514,"6-5",345,"1997-01-29","Mississippi State","T","Tyre Phillips"
52515,"6-2",215,"1997-09-21","Appalachian State","OLB","Akeem Davis-Gaither"
52516,"6-4",295,"1999-07-26","Louisiana State","T","Saahdiq Charles"
52517,"6-4",330,"1997-08-19","Clemson","G","John Simpson"
52518,"5-10",198,"1998-06-23","UCLA","CB","Darnay Holmes"
52520,"5-11",219,"1997-11-20","UCLA","RB","Joshua Kelley"
52522,"6-5",335,"1998-08-23","Utah","DT","Leki Fotu"
52523,"6-5",240,"1998-04-23","Florida Atlantic","TE","Harrison Bryant"
52524,"6-6",305,"1998-07-22","St. John's, Minn.","G","Ben Bartch"
52525,"6-5",260,"1997-10-31","South Carolina","OLB","D.J. Wonnum"
52526,"6-5",255,"1998-04-25","Missouri","TE","Albert Okwuegbunam"
52527,"6-3",219,"1997-08-28","Fresno State","ILB","Mykal Walker"
52529,"6-6",320,"1997-03-18","Kentucky","G","Logan Stenberg"
52530,"6-6",227,"1997-11-17","Washington","QB","Jacob Eason"
52534,"6-8",315,"1996-11-20","North Carolina","T","Charlie Heck"
52535,"5-11",208,"1997-07-25","Clemson","SS","K'Von Wallace"
52536,"6-3",213,"1999-03-01","Central Florida","WR","Gabe Davis"
52538,"6-4",295,"1999-01-20","Baylor","NT","James Lynch"
52539,"6-2",308,NA,"Louisiana State","NT","Rashard Lawrence"
52540,"6-4",225,"1996-09-18","Oregon","ILB","Troy Dye"
52541,"6-7",251,"1999-01-08","Stanford","TE","Colby Parkinson"
52542,"6-2",210,"1997-08-25","California","FS","Jaylinn Hawkins"
52543,"6-4",321,"1996-09-18","Louisiana-Lafayette","G","Kevin Dotson"
52544,"6-5",245,"1997-03-27","Purdue","TE","Brycen Hopkins"
52545,"5-10",175,"1999-04-05","Michigan State","CB","Josiah Scott"
52546,"6-1",193,"1997-01-21","Louisiana Tech","CB","L'Jarius Sneed"
52547,"5-9",183,"1998-07-06","Louisiana Tech","CB","Amik Robertson"
52551,"6-4",325,"1998-02-20","Michigan","G","Ben Bredeson"
52552,"5-10",214,"1998-09-16","Miami","RB","DeeJay Dallas"
52553,"6-5",296,"1997-04-01","Auburn","T","Jack Driscoll"
52554,"6-3",320,"1997-11-20","Wisconsin","C","Tyler Biadasz"
52557,"6-4",300,"1996-06-19","Ball State","G","Danny Pinter"
52561,"6-7",324,"1996-08-09","West Virginia","T","Colton McKivitz"
52563,"6-4",268,"1997-06-13","Tulsa","OLB","Trevis Gipson"
52566,"6-1",201,NA,"Virginia","CB","Bryce Hall"
52569,"6-2",205,"1998-08-25","Minnesota","WR","Tyler Johnson"
52570,"6-0",220,"1997-12-06","Michigan","MLB","Khaleke Hudson"
52571,"5-11",190,"1997-12-11","Georgia Southern","CB","Kindle Vildor"
52574,"6-1",205,"1998-04-01","Wisconsin","WR","Quintez Cephus"
52578,"6-3",305,"1996-12-04","Texas Tech","DT","Broderick Washington"
52581,"5-11",172,"1997-10-29","Tulane","WR","Darnell Mooney"
52582,"6-3",291,"1997-04-24","North Carolina State","DT","Larrell Murchison"
52584,"6-0",200,"1997-06-10","Miami","WR","K.J. Osborn"
52585,"6-2",255,NA,"Michigan","DE","Michael Danna"
52588,"6-5",300,"1997-12-08","Kansas","G","Hakeem Adeniji"
52590,"6-3",350,"1997-12-10","Michigan","G","Michael Onwenu"
52592,"6-1",333,NA,"Baylor","DT","Bravvion Roy"
52594,"5-11",202,"1997-09-17","Notre Dame","SS","Alohi Gilman"
52595,"6-2",208,"1999-02-19","Michigan","WR","Donovan Peoples-Jones"
52598,"6-5",245,"1997-10-16","Georgia","TE","Charlie Woerner"
52600,"6-5",321,"1997-08-08","Michigan","G","Jon Runyan"
52603,"6-5",290,"1995-11-27","Wake Forest","T","Justin Herron"
52607,"6-2",205,"1998-03-04","Ohio State","SS","Jordan Fuller"
52608,"6-2",190,"1998-06-09","Southern Mississippi","WR","Quez Watkins"
52609,"6-0",193,"1996-09-20","Southern Methodist","WR","James Proche"
52611,"6-7",307,"1997-01-23","Oregon State","T","Blake Brandel"
52613,"6-0",210,"1998-01-21","Michigan","SS","Josh Metellus"
52614,"6-4",250,"1997-04-02","Georgia Tech","TE","Tyler Davis"
52615,"6-4",209,"1998-10-21","Oregon State","WR","Isaiah Hodgins"
52616,"6-5",297,"1997-04-29","Oregon","C","Jake Hanson"
52618,"6-7",310,"1997-11-22","Auburn","T","Prince Tega Wanogho"
52619,"5-10",170,"1998-01-07","Massachusetts","CB","Isaiah Rodgers"
